"","MA_rep1","MA_rep2","Y_rep1","Y_rep2"
"ENSDARG00000001760",-1.43355900438156,-1.75080245548088,-1.766414717203,-1.42506792147819
"ENSDARG00000001767",-2.75533220728558,-0.58008779652006,-2.18018773566693,-1.42506792147819
"ENSDARG00000001769",3.84432513406172,3.31666540764878,3.35917690745403,3.58587087581963
"ENSDARG00000001771",-1.7554612827835,-0.29046635604745,0.230736142287542,-0.160859233122051
"ENSDARG00000001776",2.19861426910139,1.60803204200681,1.51557761132136,1.16157183325653
"ENSDARG00000001777",4.54361928782965,4.57252895712069,4.50129746124999,4.65159139765346
"ENSDARG00000001781",3.65380360378205,4.22787599472624,3.43934137994344,3.82481913910283
"ENSDARG00000001782",0.151334650119827,0.0575676611648373,1.62246494620749,0.898470374687862
"ENSDARG00000001785",4.52981350406686,4.71003409494961,4.69743372212649,4.86970064709385
"ENSDARG00000001788",8.30307800155337,8.17059774585982,8.1411811161865,8.15738894228064
"ENSDARG00000001803",4.01919904762839,4.39014982212873,4.06274194605802,4.33712839088551
"ENSDARG00000001804",1.24442576668193,1.92293255288276,2.45880679272323,1.98274717327806
"ENSDARG00000001807",5.99427965730046,5.89806995928668,6.02908388090219,6.14222645191403
"ENSDARG00000001817",2.17515543281053,1.83546274846604,2.08802857001992,1.68104734521975
"ENSDARG00000001818",0.244441903014004,-0.58008779652006,-0.44676548440999,0.713990939903793
"ENSDARG00000001825",2.31050652764073,2.35906073097752,2.60500797576251,2.8987720874559
"ENSDARG00000001829",5.61727546912231,6.4054317422821,7.23190437449022,6.57918915770241
"ENSDARG00000001835",7.5842598322713,7.70799747562904,7.66024324334925,7.65802476495614
"ENSDARG00000001857",5.20151271070772,5.08349617170309,5.10018241860182,5.17683665884987
"ENSDARG00000001859",-0.948161682331787,-3.75507409092906,-3.75507409092907,-0.160859233122051
"ENSDARG00000001870",-1.7554612827835,-2.16631395681886,-3.75507409092907,-1.74749957304548
"ENSDARG00000001873",5.52285991990538,5.44290171949003,5.92677104105606,5.47174541294932
"ENSDARG00000001879",2.33188006509516,-0.428021549141403,-1.766414717203,2.79406713970644
"ENSDARG00000001880",4.51119784739346,4.40541679086007,4.11249271842914,4.25497717537789
"ENSDARG00000001881",0.703864720037998,0.894247529224036,0.478513544989937,0.576441694854504
"ENSDARG00000001882",0.492364320793274,0.1571303967949,0.478513544989937,-0.160859233122051
"ENSDARG00000001888",5.93266056520701,5.91949662153322,5.88801549686648,5.8380861120665
"ENSDARG00000001889",8.24898137100538,8.35226477431607,8.59911275610915,9.05166308273766
"ENSDARG00000001890",7.34835329466849,7.29773984409964,7.17816011126087,7.35961064168325
"ENSDARG00000001891",4.85174126794732,4.72633608863579,5.19559990229551,5.09419828762323
"ENSDARG00000001897",5.56408255920892,5.44043344726912,5.63494908905239,5.50766540277622
"ENSDARG00000001898",3.95177123292416,4.01214366722222,4.04363401315423,3.87701723080307
"ENSDARG00000001906",0.331902845881702,1.70992110505895,0.318143061753903,1.00953148867685
"ENSDARG00000001909",-2.75533220728558,-3.75507409092906,-1.766414717203,-2.16337672423428
"ENSDARG00000001910",2.91684003459561,3.5173682644254,3.64772669771225,3.1497497167631
"ENSDARG00000001912",4.62378954790433,4.36953925256257,4.66862089194303,4.49815725173504
"ENSDARG00000001913",-1.17054180979471,-1.42859003409278,-2.18018773566693,-1.74749957304548
"ENSDARG00000001929",5.98419084388553,5.905247596517,6.06269188020381,5.89886007512898
"ENSDARG00000001930",5.38651760140312,5.23074694412036,5.38209676858355,5.33181343051477
"ENSDARG00000001933",0.0518014354190502,0.709791962918637,1.58770836462693,0.778141155697374
"ENSDARG00000001937",-1.7554612827835,-3.75507409092906,-2.76262459475271,-2.7500199962371
"ENSDARG00000001939",4.57532811192064,4.75839764862457,4.68926003496695,4.84370497216386
"ENSDARG00000001940",6.32122570534169,6.36174915025622,6.18399683054566,6.33848651429156
"ENSDARG00000001950",7.26121816706985,7.15900828174277,7.06663285849818,7.14223176099287
"ENSDARG00000001953",6.67486255601695,6.41928579899176,6.26734661280815,6.28567397766312
"ENSDARG00000001968",1.67068639345613,1.53587514924526,0.985236289827403,1.29910583449212
"ENSDARG00000001969",4.8554357481188,4.73038296640275,4.64345774014821,4.585902104597
"ENSDARG00000001971",1.91684509703259,1.37973929649177,1.78469783194318,1.5401608211782
"ENSDARG00000001975",4.16922425875832,3.82801769870421,5.79013817065594,3.93444750281721
"ENSDARG00000001976",-1.7554612827835,-2.75222492911893,-1.766414717203,-2.7500199962371
"ENSDARG00000001993",0.331902845881702,1.00529567821504,0.622827201617488,0.424382717853529
"ENSDARG00000001994",10.6411482101565,10.5671827239499,10.5101217505141,10.616754184899
"ENSDARG00000001999",3.03883014850558,3.03192667968202,2.97139440371207,3.62999531032272
"ENSDARG00000002002",3.29969594815624,3.41045022252577,3.22990408197728,3.1252952285318
"ENSDARG00000002006",4.4440837313696,3.89444639904142,3.79210813054196,3.92739250483174
"ENSDARG00000002013",2.90262622549913,2.64286840139487,3.14877419775034,2.5768188522477
"ENSDARG00000002016",2.10239952822274,1.92293255288276,3.72971515260582,1.95526278784468
"ENSDARG00000002020",6.19423686304294,6.27851917152105,6.26597328519159,6.17833358431203
"ENSDARG00000002021",3.40428457793128,3.65146443460164,3.70560411366872,3.83239263590071
"ENSDARG00000002026",5.22740422535994,4.8908493138284,4.98804354251086,5.01654451785646
"ENSDARG00000002031",-3.75507409092907,-3.75507409092906,-2.76262459475271,-2.16337672423428
"ENSDARG00000002037",6.53903079018458,6.40416566056253,6.45741381468838,6.29940105180871
"ENSDARG00000002060",1.76798281164553,1.70992110505895,1.68956267374957,1.86952107308601
"ENSDARG00000002071",5.93266056520701,5.5702818466998,5.47060166676236,5.32646012679662
"ENSDARG00000002077",3.38396464477125,3.48898573006709,3.46829071058618,3.74681368683286
"ENSDARG00000002082",-2.17045575561323,-3.75507409092906,-2.76262459475271,-2.7500199962371
"ENSDARG00000002084",3.03883014850558,2.92298825700394,3.10027998015385,3.34240535761725
"ENSDARG00000002097",-2.17045575561323,-2.75222492911893,-2.18018773566693,-3.75507409092907
"ENSDARG00000002127",7.42804523364227,7.22359557645384,7.28236039376279,7.24085343332426
"ENSDARG00000002128",4.29426012818952,4.36953925256257,4.30665714505789,4.13761689594431
"ENSDARG00000002131",5.83686733631202,5.31669720762453,5.67689020889614,5.64086382474363
"ENSDARG00000002167",6.35424075175242,6.15900532570283,6.0768590490466,6.17237813553316
"ENSDARG00000002168",6.2274037151119,6.17096560915395,6.35392012720449,6.383001789527
"ENSDARG00000002172",4.85912079155768,5.20770922694786,4.71364346892367,5.12227366235585
"ENSDARG00000002174",3.97233252044414,4.18723336605867,3.93029806860798,3.98288947751906
"ENSDARG00000002184",0.492364320793274,0.498247073594607,1.27464044873845,1.86952107308601
"ENSDARG00000002190",5.68527954076032,5.71209000541364,5.51289796076671,5.39454997825571
"ENSDARG00000002192",0.244441903014004,0.337747214166395,0.137690113297574,0.646854972178655
"ENSDARG00000002193",-0.755525824863285,-1.75080245548088,-2.76262459475271,-1.16169790880953
"ENSDARG00000002194",1.28881939705781,1.77405705709211,1.43964984780726,1.38401214749565
"ENSDARG00000002196",3.88103684554129,3.69352946023324,4.22984463073108,3.46440187712758
"ENSDARG00000002197",3.07730417389972,3.45025231172083,2.29610152065145,3.39449649075309
"ENSDARG00000002204",-3.75507409092907,-3.75507409092906,-3.75507409092907,-1.42506792147819
"ENSDARG00000002210",5.658038316336,5.4079556022591,5.79013817065594,5.43987452017243
"ENSDARG00000002213",1.79900946842836,2.03187502698722,2.39992155826663,1.8986715235439
"ENSDARG00000002215",4.88465586055477,4.74245593132597,4.80347231268862,4.93094890213311
"ENSDARG00000002216",2.99930191354056,3.19308693061645,3.08789737705682,3.47411748796532
"ENSDARG00000002217",8.0163118585283,8.03402454740494,7.80580203664408,7.78346716137035
"ENSDARG00000002219",2.37370002382819,2.33799790449105,2.06294219210232,2.38415581666506
"ENSDARG00000002220",-2.17045575561323,-0.942838330949867,-0.183984507819913,-0.576176236795363
"ENSDARG00000002230",9.54132588835741,9.58572923564139,9.4637059654902,9.5661961253275
"ENSDARG00000002231",-1.7554612827835,-0.750091744267246,-0.768313518884112,-0.576176236795363
"ENSDARG00000002235",4.08990192620456,4.09608396559969,4.14273766731757,4.315674725331
"ENSDARG00000002240",6.27920908499754,6.28403619725984,6.34614285033318,6.32780965266341
"ENSDARG00000002249",5.32389536847145,5.06758964266159,5.09090481483067,5.20919249196568
"ENSDARG00000002255",7.44714589249941,7.74146751963091,7.23541712915717,7.55422048275133
"ENSDARG00000002264",4.45873048959296,4.18133266957745,4.23546894859237,4.1253382019895
"ENSDARG00000002267",5.14225616871387,4.97511903863881,5.01772217144487,5.08154279337909
"ENSDARG00000002271",6.3814012008386,6.45884817272159,6.42209100038704,6.3932793325103
"ENSDARG00000002285",5.39415765877815,5.30045644661872,5.04360019109954,4.78637073825001
"ENSDARG00000002293",-2.75533220728558,-1.42859003409278,-1.18271780655021,-1.74749957304548
"ENSDARG00000002295",2.22169775001568,2.27289901982485,0.400555511873638,2.25485933134322
"ENSDARG00000002298",1.28881939705781,1.74234545244537,1.51557761132136,1.98274717327806
"ENSDARG00000002299",2.35294157057001,1.86521250765632,1.58770836462693,2.23213676068547
"ENSDARG00000002300",-0.296111809112519,-1.16536610838434,-0.0686047750412445,-0.746241010743982
"ENSDARG00000002304",-0.170584838810393,0.0575676611648373,0.230736142287542,0.161236538413428
"ENSDARG00000002305",6.67799544469024,6.57479473187435,6.66858799532064,6.60594793676831
"ENSDARG00000002311",0.414363318620341,-0.750091744267246,-0.768313518884112,1.00953148867685
"ENSDARG00000002330",2.73626846394641,1.77405705709211,2.53375857639715,2.23213676068547
"ENSDARG00000002332",5.36075452180526,5.39781352164348,5.13068382663045,5.31298931166647
"ENSDARG00000002333",5.97062839914877,5.71004216531748,5.96451266153961,5.55878129232534
"ENSDARG00000002336",0.829393646200497,0.57226260935337,1.62246494620749,1.00953148867685
"ENSDARG00000002339",0.703864720037998,-0.0493787688584127,-0.309400189274161,1.11265067218156
"ENSDARG00000002344",9.98819220814201,10.0664017671303,10.0828032932292,10.1641588483003
"ENSDARG00000002347",-3.75507409092907,-2.16631395681886,-3.75507409092907,-2.7500199962371
"ENSDARG00000002353",0.492364320793274,0.894247529224036,0.478513544989937,0.778141155697374
"ENSDARG00000002355",-0.948161682331787,-0.16489241759045,0.985236289827403,-0.160859233122051
"ENSDARG00000002362",6.11785429318708,6.06439349543801,6.12764658731261,6.02153381854424
"ENSDARG00000002365",4.07730190911869,4.51738671117953,4.53361409042013,4.35826769766035
"ENSDARG00000002369",7.08282598798268,7.24142890426619,7.36164892036385,6.74083875117673
"ENSDARG00000002377",3.79900122850019,3.98530156331406,4.03720804597385,3.70617010618714
"ENSDARG00000002385",4.74823679067486,4.9819242797512,4.63922087853643,4.87337637050909
"ENSDARG00000002391",3.76011229015169,3.25057422966925,3.54276385530609,3.7941212037121
"ENSDARG00000002394",-3.75507409092907,-1.75080245548088,-3.75507409092907,-3.75507409092907
"ENSDARG00000002396",4.82183980996179,4.87631307647338,4.78057254974012,5.42241711276202
"ENSDARG00000002401",2.73626846394641,3.1209347760143,2.65622690297345,2.64721416596951
"ENSDARG00000002402",4.9926036806218,5.05796085710453,5.05954136329323,4.96923803076596
"ENSDARG00000002403",1.82938288858562,1.64280075983681,2.94417564417953,2.82476621334941
"ENSDARG00000002405",5.68527954076032,5.89085643354439,5.66859896094479,5.8172455780295
"ENSDARG00000002406",-3.75507409092907,-3.75507409092906,-2.18018773566693,-3.75507409092907
"ENSDARG00000002411",2.91684003459561,2.62558959502338,2.75351256338769,2.32095555753594
"ENSDARG00000002445",0.0518014354190502,0.57226260935337,-0.0686047750412445,0.646854972178655
"ENSDARG00000002467",5.21882524655761,5.05473692785886,5.14270609063678,5.07517317050041
"ENSDARG00000002479",0.492364320793274,1.29484055968444,1.95799278150703,1.57669314407172
"ENSDARG00000002483",-0.170584838810393,-1.42859003409278,-0.960687186389048,-1.16169790880953
"ENSDARG00000002487",4.21595524137481,4.35388576529861,4.60051856637167,4.11915944262767
"ENSDARG00000002494",0.151334650119827,0.0575676611648373,0.230736142287542,0.50241464252249
"ENSDARG00000002506",5.96037223442116,5.94235526615624,5.91980157504349,5.94325457537479
"ENSDARG00000002507",1.41434897518731,1.70992110505895,1.03768358456146,1.5401608211782
"ENSDARG00000002508",-3.75507409092907,-3.75507409092906,-2.76262459475271,-3.75507409092907
"ENSDARG00000002509",0.244441903014004,-0.58008779652006,-0.0686047750412445,-0.0453175223772979
"ENSDARG00000002510",2.47323520559935,2.05787208029111,2.13692942467448,2.62993473217117
"ENSDARG00000002523",5.94658293542829,6.05474328303654,6.21990410685197,5.90426010983029
"ENSDARG00000002533",1.15131743805154,0.894247529224036,0.874250056778512,0.898470374687862
"ENSDARG00000002536",5.89186870047862,6.22932344528429,6.07215210037504,6.38429049351884
"ENSDARG00000002538",5.29969303629296,5.32207041912812,5.414686671699,5.39710571471493
"ENSDARG00000002546",4.68735460984288,2.83552193430904,3.29598794854273,3.3210306032405
"ENSDARG00000002549",5.54590664348971,5.62564949186165,5.67067624442176,5.64301873188097
"ENSDARG00000002552",1.52982508926034,1.77405705709211,1.08829092016105,1.98274717327806
"ENSDARG00000002564",7.01919698450299,6.66212543357627,6.81193708720474,6.56675685820606
"ENSDARG00000002571",4.01919904762839,2.92298825700394,3.37963947889493,2.68116428199156
"ENSDARG00000002576",2.45386997377185,2.55432744577595,2.3385302033256,2.54028975307285
"ENSDARG00000002582",0.999316257068658,0.709791962918637,1.43964984780726,1.71421952466839
"ENSDARG00000002587",8.98566600267721,8.82639326624816,8.94123933308734,9.13114831712422
"ENSDARG00000002589",2.22169775001568,2.13316536668801,1.58770836462693,1.34218352022785
"ENSDARG00000002591",5.49943904511271,5.60154909792386,5.43438211844301,5.54271274549981
"ENSDARG00000002593",-0.948161682331787,-2.75222492911893,-1.18271780655021,-0.939065816094595
"ENSDARG00000002597",-1.7554612827835,-2.75222492911893,-2.18018773566693,-3.75507409092907
"ENSDARG00000002600",7.59976092368245,7.12866651086999,7.1215768909993,7.15134358285983
"ENSDARG00000002601",0.492364320793274,-0.428021549141403,-0.183984507819913,0.713990939903793
"ENSDARG00000002607",4.25003618858866,4.42052389090997,4.50595867973124,4.46443584907013
"ENSDARG00000002609",6.7640462347641,6.71822015472771,6.65080913449266,6.65802105174394
"ENSDARG00000002613",2.99930191354056,3.16943489903978,3.29598794854273,3.03628475303206
"ENSDARG00000002632",6.81994921538609,6.78977360989936,6.75629473509038,6.85306246741479
"ENSDARG00000002634",1.73627420137096,1.45991842064041,1.65640385250403,0.713990939903793
"ENSDARG00000002635",6.92828181269546,7.04177829929516,6.5483399056076,6.98293098027878
"ENSDARG00000002642",-0.43361063873838,0.1571303967949,-0.309400189274161,-1.16169790880953
"ENSDARG00000002644",4.54361928782965,4.37471956492025,4.63497153758424,5.09419828762323
"ENSDARG00000002656",8.07175247649795,8.13287804107112,7.97798245116985,8.09697111455248
"ENSDARG00000002659",7.12705295303293,7.00132230578282,7.07292937362046,7.31164944887245
"ENSDARG00000002663",0.636751641847617,1.15731981713661,1.23026073801586,0.778141155697374
"ENSDARG00000002666",2.52981846916117,2.5903984763144,2.51538251680227,2.82476621334941
"ENSDARG00000002670",5.2330953334201,5.27019839832252,5.34355481657671,5.10048464592816
"ENSDARG00000002682",6.56746479361111,6.49854145815989,6.52671348279814,6.26203394949148
"ENSDARG00000002685",-3.75507409092907,-1.16536610838434,-2.76262459475271,-3.75507409092907
"ENSDARG00000002690",-1.43355900438156,-1.42859003409278,-1.766414717203,-1.16169790880953
"ENSDARG00000002696",-0.0551109313678978,-0.16489241759045,-0.768313518884112,-0.160859233122051
"ENSDARG00000002701",2.10239952822274,2.08340895243815,1.95799278150703,2.16173945146057
"ENSDARG00000002707",-2.75533220728558,-3.75507409092906,-2.76262459475271,-2.7500199962371
"ENSDARG00000002710",8.87376633174697,8.78929161521277,8.94381825724837,8.79368871769239
"ENSDARG00000002720",3.37369633547598,3.52670636702887,3.42956105869908,3.20913167124137
"ENSDARG00000002722",-3.75507409092907,-2.75222492911893,-3.75507409092907,-3.75507409092907
"ENSDARG00000002728",1.9448592784934,2.10850165205812,1.62246494620749,1.68104734521975
"ENSDARG00000002731",5.41933620604571,5.69355394976632,5.49659642605691,5.63870569407538
"ENSDARG00000002732",-3.75507409092907,-1.16536610838434,-2.18018773566693,-2.7500199962371
"ENSDARG00000002745",5.98587721980788,5.77417285362173,6.36678980633407,5.92033998829239
"ENSDARG00000002748",1.56635063428122,2.20472328752281,1.87394574389574,2.36339517443856
"ENSDARG00000002750",1.05178299394088,0.420227945505989,0.815381724234621,0.955069377038888
"ENSDARG00000002754",3.40428457793128,3.1209347760143,3.26332436061042,3.04934172944261
"ENSDARG00000002758",7.61455230474269,8.26289258652763,8.11434133652824,8.35961292491751
"ENSDARG00000002760",-0.296111809112519,0.1571303967949,-1.18271780655021,-0.746241010743982
"ENSDARG00000002764",-3.75507409092907,-2.75222492911893,-2.18018773566693,-2.16337672423428
"ENSDARG00000002771",2.81427067397734,3.36951881510921,2.99810913230082,2.99638946278555
"ENSDARG00000002779",-3.75507409092907,-3.75507409092906,-2.76262459475271,-3.75507409092907
"ENSDARG00000002787",5.36853186739484,5.2477869795194,4.85918023210717,5.11918102109424
"ENSDARG00000002790",8.64475552222225,8.67504634747812,8.64764047343489,8.6303255594639
"ENSDARG00000002791",9.26695089568059,9.03872435970321,9.18960794705242,9.1792709618604
"ENSDARG00000002792",6.41308219692993,6.29364051528759,6.33962960541973,6.37654094555822
"ENSDARG00000002795",4.01259632361999,4.19311002666416,4.069055428491,4.16186515233466
"ENSDARG00000002797",-2.17045575561323,-3.75507409092906,-3.75507409092907,-3.75507409092907
"ENSDARG00000002798",4.21019598031514,4.07714207548065,4.39474513569699,4.18571258114896
"ENSDARG00000002816",2.15130883194038,2.64286840139487,3.01128325174134,2.54028975307285
